9.783197104512559861e-01,-5.082860989367556925e-01,8.616996924659066082e-01,8.385165298703647352e-01,-1.335230775991593566e+00
-9.375504119238166068e-01,-1.713201505724446072e+00,-6.906019598793993186e-01,2.177578023149999709e+00,-1.962061432743666289e+00
-9.174259555268446942e-01,-1.706050746036865018e+00,-8.957084520983077391e-02,-5.487718486603716528e-01,-5.769686871180129684e-01
1.351513493846080660e+00,-1.241868417481283737e+00,3.526954401114261728e-01,1.801347005399043022e+00,-7.422562725156944818e-01
-7.249078097751748828e-01,-1.316469399960395137e+00,-1.232913663204556087e+00,1.029144961849557838e+00,5.819679150599044171e-01
-1.813138622752583418e+00,-2.043579536096602034e+00,1.602709424954213535e+00,8.064357674981601498e-01,8.335041500741571241e-01
-2.340534347827665229e+00,-9.908685684180609243e-01,2.814302331509885846e-01,6.173310993732110674e-01,1.174338809418716600e+00
-1.844962814276014385e-01,-3.533908637483040849e-01,5.078996492301079968e-01,1.203100766595188276e+00,-5.261620007127749687e-01
-1.271833795804462097e+00,-1.575091957671912679e+00,-1.317302004663924997e+00,3.127664509905820900e-01,-1.608661906936703634e-01
-1.934214172226656814e+00,-2.118191207036093537e+00,1.286475271312506052e-01,6.001297702086105801e-01,7.379811260203767986e-01
-1.501932153695269445e+00,-1.315871463956064247e+00,1.119747895593057319e-01,1.752662109720992678e+00,4.900676344924661532e-01
-3.869517747067556801e-01,-1.406272897255078203e+00,1.305466687873362508e+00,1.304687141875722656e+00,3.202445730286835879e-01
-9.521156683570994872e-01,-1.199585205700543167e+00,-1.795289351899613806e-01,2.989460269686395222e+00,1.108072696596769546e+00
-1.682834809861620151e+00,4.307680212605902170e-02,-7.952919990518758642e-01,2.059652013851930086e+00,2.924840602814158252e-01
-5.103649179452555140e-01,-1.354403556481562632e+00,5.691148383706243763e-01,2.108026242784302617e+00,3.318351391831826369e-01
7.624048039081965378e-01,-8.979288833600418407e-01,1.515356445087958415e+00,1.519664517743376742e+00,2.281652994797121803e+00
-1.884883475135914921e+00,-1.739762600803486992e+00,1.476750086524456496e-01,6.022626028214216332e-01,-5.557728332535324389e-01
-2.779724743545330945e-01,-2.130110517639109524e+00,1.070222314935835861e+00,9.810054140820080315e-01,-4.761409880832181973e-01
-1.809263241442218728e+00,-2.095466966955065846e+00,-4.586450555158076980e-01,5.606710830200657414e-01,2.435940774567328937e-01
-3.840695843502585083e-01,-1.519747348524469022e+00,5.825423816710306735e-01,1.605750404720296398e+00,-5.453442199414617608e-01
-8.410544919074824932e-01,-2.035287565490301542e+00,4.154272216198002798e-01,1.838130125983624019e+00,-1.208162692343973665e+00
-5.311792468577758441e-01,5.442627542806066643e-02,-4.241512696695535212e-01,2.072911421035219526e+00,-5.428826883654522817e-01
1.696592318175915715e-01,-1.749320640196401655e+00,9.007681083258525234e-01,1.153034750354207549e+00,-1.141912003607214565e+00
-3.277991123591936784e-01,-1.962546091568226903e+00,3.926600507343608326e-01,1.932229752474643014e+00,5.125544726851214428e-01
4.078602502583923428e-01,-2.552602324162361214e+00,1.882379449123233739e-01,9.055532685066756127e-01,-4.433524140587986606e-01
2.502177593965131397e-01,-2.180659808594969995e+00,-1.101846238559948787e+00,6.894549741267068654e-01,-1.842452005333859555e+00
-4.982137146836129737e-02,-2.204263796975569178e+00,7.129472246267756219e-01,1.138331392767288897e+00,-5.144358625836291665e-01
